,original,generated
0,1.0,1.0
1,0.9004797532067755,0.7239574475182284
2,0.8889251798476681,0.7472332471158666
3,0.8616764309953302,0.7602830272980495
4,0.8340912986562746,0.7292480963709709
5,0.7991415718890862,0.7493478146442795
6,0.7674629501609643,0.6890167199864371
7,0.7524295455873552,0.7370261553517973
8,0.7070035635352055,0.7402622084116505
9,0.6918300843789814,0.7151716999632158
10,0.6773767169506976,0.7102568514425717
11,0.6522009128744951,0.6980156859276813
12,0.6476968169760184,0.6736138486754928
13,0.6439709416043526,0.6859704055383196
14,0.6498001294886303,0.6657142518329373
15,0.6393316169647207,0.6617644534116593
16,0.6596622447032391,0.6568496048910153
17,0.6841603752862767,0.6330005254450677
18,0.6770814290918002,0.627809298021303
19,0.7010462140570508,0.6369897735597999
20,0.7066775025715675,0.6136934519200932
21,0.7197763113632433,0.6145825603649776
22,0.7225481982347977,0.6175422345217104
23,0.7273425041966658,0.5491961516733757
24,0.7420457520234357,0.584492157495197
25,0.7309416212596798,0.5360499077946425
26,0.7408071269728445,0.5765971127757515
27,0.7373848885360402,0.5293962920776838
28,0.7149659294690162,0.5239286857507989
29,0.7073107802874975,0.5682092819855887
30,0.6915315325236914,0.5033202114878144
31,0.6811099955390446,0.523419929761123
32,0.6422068539654047,0.4825849280810452
33,0.6285326443026235,0.4798856629084747
34,0.6125948895952703,0.46460888158237
35,0.5882246279737937,0.4726929457546058
36,0.5695081309532888,0.4716519540007577
37,0.561049967021394,0.4617668373470563
38,0.5404447636305572,0.4616954478156847
39,0.5174775767313726,0.4596848538393601
40,0.5336438825566878,0.451743493753722
