real_x,real_y,gen_x,gen_y
2.3667483,16.131647,-4.022575,3.9124947
3.4784272,13.058854,-10.057082,8.718801
-9.738882,5.364629,17.116974,2.216158
8.683383,8.94545,-7.1784024,8.292271
4.2067227,-0.46413028,-2.1644711,-7.9332647
5.901987,-0.39057353,10.175398,1.1355431
-1.9946718,-12.821103,9.835152,6.1648135
10.153904,-1.821448,-13.557374,1.6337078
0.3467931,15.086936,6.367614,6.9845357
7.6629453,0.115074754,-8.050523,9.560718
-2.0787103,1.0010709,-7.923259,-4.4811234
8.534461,3.0427346,-14.55868,-2.7310364
-0.44338092,-10.9632635,9.662716,-2.7409852
-6.7399573,-9.511763,-12.22463,-1.6565969
10.504709,10.984767,-10.393927,-7.6444826
5.418181,-4.933248,-8.06498,-12.932409
4.5052547,12.893447,-7.653588,-2.2377317
8.991494,14.48411,5.4481416,4.2210526
-2.7287025,15.708223,-6.4239793,-13.539391
8.548487,2.679229,14.092943,1.8094403
-2.6674485,0.6104114,12.409964,-5.5736017
7.4250603,-5.0485864,4.2191796,8.587894
-4.737838,17.281742,10.373852,-11.675367
-0.43402362,-11.012223,8.331278,1.5851086
9.520463,5.945662,4.965108,11.830239
-2.063185,14.980574,-13.45935,1.8224689
-3.570319,1.6201396,-16.188763,-4.1886816
-17.693443,1.7441927,-0.88896435,-0.90884435
3.7160528,15.923263,7.031731,-8.5450735
17.428719,6.278489,15.5780115,-3.9067376
-6.228341,-7.210447,-8.499798,9.017136
-1.0052941,3.7542806,0.13162969,-2.458783
4.8052034,11.959417,-3.3320503,6.351735
5.3424,-3.7519927,-4.3301764,8.758479
-3.513177,16.819809,-16.39934,-4.975507
13.713479,4.580528,5.609658,-7.6973286
-4.6882167,-4.6832066,-4.4457955,-11.322477
2.5258834,-18.964243,-9.091693,-8.508432
13.932249,-0.051450882,-3.6528769,-11.836857
3.5453007,-13.758755,-11.740795,9.609544
-7.744242,10.062074,8.287247,-2.9854739
-1.5239335,-12.156151,10.567448,-11.4806
-4.654905,-15.218858,14.544459,1.9023647
17.890347,3.1847544,-0.77226156,-3.2163384
-2.977558,-17.647367,-1.5851893,-2.7480502
-7.7214046,14.809915,2.7819998,-7.001538
-11.601539,-14.099013,6.0524364,-7.1421647
2.1397717,12.850106,-11.306109,10.87809
7.461121,-16.836946,-3.155186,-9.50676
1.0696576,9.82255,-16.263542,-0.46142563
3.3130226,-16.03046,0.77488184,5.0570326
7.90084,-11.709357,9.111643,5.142565
8.555123,-10.084764,-16.742886,5.1557946
-6.5362363,-6.9878182,10.851513,-4.2950087
9.633599,11.504957,2.4794106,6.3574224
6.5695467,1.6022843,-6.2816863,3.5754468
10.511795,4.078187,-2.75775,15.190185
-18.344446,-0.7597149,14.855606,1.9384478
0.42234594,16.925323,-8.858375,2.4689317
-10.806212,6.4921727,14.897554,-4.4938445
2.5625808,9.451271,-17.342001,6.2727075
5.627194,-13.22158,14.188646,2.4905264
-4.7162466,-6.30028,-13.635775,-0.63496125
-11.2978115,-13.249028,-9.307238,-7.750887
