real_x,real_y,gen_x,gen_y
15.012810764531592,66.23748052368232,48.21905728477173,15.23672807430341
-133.45105106271382,-21.293500865367662,-159.79244142387412,-86.97658913434674
18.622747709089204,66.00012730777844,-21.754136623579267,138.80671046028368
-115.07175235381955,5.608815776949341,-107.90562790367245,-8.723468030988736
-52.49203275271859,25.518299349531837,207.83554777079368,-41.100808607150604
-108.00502340554988,-1.9265251260281766,-143.03276215251321,-37.24161603859181
197.99025210129338,81.05367725870727,-94.36273226868713,43.6810082447699
-157.98172922369722,-76.80691528902219,191.40434786208598,-21.88526761552963
249.21188367438498,91.99915935583252,-112.76058958920972,22.327208458655072
85.65304678556518,35.19589658083196,54.42516412794774,168.09418476324527
-84.77978352971765,60.95051614555437,-106.25640935731579,11.906361963026187
-91.38432562445732,30.03400908138127,-85.54472897207015,47.844058695377655
162.68454518852016,-108.21073207796151,-117.52047541835616,-8.80978838491916
-124.21966851837665,-28.0805591517552,-101.34775745506505,-20.05177042059274
18.053775573442053,40.23171845141329,123.23123411937632,192.57654927735697
183.35170680552588,-155.5363979099078,228.59969625548905,-15.492908149757547
-32.45224559987387,32.23158195670667,-22.1414195291532,-135.62551139175918
16.52536002016512,77.54994186086195,137.19646666652235,-15.52348071035637
43.22304256678857,80.25914711184527,-5.174113057479405,-44.67124978903369
272.0966781468893,45.01126283742245,-73.34978920108675,44.859002951553
-51.836359270263316,87.98259269777797,-113.46349406210739,0.7295069161342583
-131.11950884731615,-20.413436525054564,58.3260487964844,69.01670564687387
113.52001770951834,-139.6082280617782,367.5727380449303,40.3702822416099
-147.05347373445414,-44.6360589929331,18.896671583387963,13.726264227841918
-155.8576187175912,-69.41731166757553,-79.67448057678772,42.43730769237519
102.94043310684155,-80.24453585674918,-161.00835649256516,-93.21582515236416
-128.9475885648397,-12.6624852392918,-56.44881216635797,10.535402993613554
-39.51264235972712,129.6271756634817,-123.27021266769022,-6.892836962187863
-119.76347547115438,1.186531465034075,-157.507851364188,-76.29045135395101
-46.89843965847962,67.13797548890511,-103.24810676350764,12.763349231085039
-139.61333254734942,-31.99036253010511,105.79297114744905,66.37641350095551
-83.38991558101073,34.529001707226826,272.5363826045938,-176.22450222268122
-161.2560508347023,-94.63912266204414,86.42167729166275,-7.338794207735676
-39.098424154604906,60.125916525728655,105.95606767287775,-55.583056227777746
3.3791190457630154,134.9583214216479,-162.21801923007277,-100.8903729933229
-159.0673655310664,-80.97556817464626,210.03559744275074,-74.23964801020573
-43.61547533456304,65.40359480788376,-81.42689807242769,37.46240095853242
18.52500972515506,74.46275530616062,-133.90977195052162,-33.57738582230506
300.4623409597726,-99.0836075015642,-104.43309819105072,7.3963491692673475
-118.03404440175815,7.171839094346835,142.00934982768337,-93.8365411432731
