,original,generated
0,1.0,1.0
1,0.9631519944353052,0.9585360555064051
2,0.9110248544600893,0.9429610431489407
3,0.8636725355736667,0.9421514228140209
4,0.8224298938207547,0.9408592340116771
5,0.7787277394876255,0.9407417455208954
6,0.7530725560953634,0.9425559656563518
7,0.7570871691912736,0.9444170472957538
8,0.7827875638723901,0.944084508746196
9,0.8095349290310588,0.9407232231645776
10,0.8488916303126911,0.9346861743066571
11,0.891339654863293,0.9312129632949264
12,0.9279044838068445,0.9300599506839262
13,0.926753802359352,0.9252014281550187
14,0.892932478205944,0.926006144453513
15,0.8510169927642547,0.9225461682898374
16,0.810910207915391,0.9215533869825485
17,0.7671399584122939,0.9183280860400278
18,0.731391337171044,0.9143153296627995
19,0.71530134798326,0.9086137662986635
20,0.7236252880629773,0.9085912721494614
21,0.7408977138388596,0.9058830603494078
22,0.770521108986976,0.9046019602684963
23,0.8114822374731406,0.9025317681210409
24,0.8529207378962095,0.898529651052391
25,0.8715228168520063,0.8950753201870779
26,0.8678894530383247,0.8918620788900155
27,0.842035456370095,0.8901735896619758
28,0.8066261284481911,0.8885631372509327
29,0.7659883591238895,0.8829245445584408
30,0.7250621197014041,0.8802309999597092
31,0.6974399773101626,0.8784844355358722
32,0.6869177228441223,0.8739480362789975
33,0.6896459555644832,0.8719308772515773
34,0.7085804306429764,0.8671955274905156
35,0.7380583233602303,0.866342460708684
36,0.7784614321379268,0.8632285444588843
37,0.806399380580543,0.8623824159385989
38,0.816595076526576,0.8571712965815771
39,0.8109025863713796,0.8501568300418398
40,0.7878361844593994,0.8489730891273651
