,original,generated
0,1.0,1.0
1,0.9066797521359832,0.7818942286776637
2,0.8944839417439873,0.7694428005494908
3,0.8667197032102777,0.7505206965840819
4,0.8393677888497596,0.7825632245826053
5,0.8060534215138322,0.7524003232868337
6,0.7766697307037003,0.7585247890520567
7,0.7629344294731548,0.7020802529944252
8,0.7218603666288117,0.7240109720407447
9,0.7073706594199585,0.7208314753645907
10,0.6927573040453588,0.725639758658003
11,0.6687152728989275,0.7032986585687598
12,0.6634917661031837,0.6987468211926995
13,0.6603654185902317,0.7092532926968774
14,0.6651397912701686,0.7170500256987247
15,0.6555525693943555,0.6969565026939292
16,0.6745342095823623,0.6878321375902638
17,0.6966369474165871,0.6987125812948709
18,0.6914885425238176,0.7179972078307011
19,0.7149664796480595,0.6998442635967643
20,0.7215071705480126,0.6656804005393385
21,0.7330285411152792,0.6621023884371431
22,0.7330381152842955,0.6691653205918746
23,0.7368258551212377,0.6624224803463369
24,0.7494664403876645,0.6737650854688269
25,0.7409659872254787,0.6556437562373735
26,0.75005449791228,0.6471791463171126
27,0.7500244595089431,0.6585500385470877
28,0.729694671248938,0.6799021198505854
29,0.7232497522625356,0.6362720594706172
30,0.7084463350785789,0.6349661676784818
31,0.700117830913856,0.6315716057880653
32,0.6649364695389579,0.6300011463435685
33,0.651911642127791,0.5972732699778904
34,0.6372668715780909,0.6139504907825863
35,0.6147349286297636,0.6076203095168327
36,0.5971389478104429,0.6094580305374258
37,0.5886653448057254,0.6014767973656616
38,0.5685276799759433,0.5719665794764233
39,0.5450441026531316,0.5688116260258812
40,0.5589684395983069,0.5724522341617803
